"","X","Report.Number","Supplemental.Number","Accident.Year","Accident.Date.Time","Operator.ID","Operator.Name","Pipeline.Facility.Name","Pipeline.Location","Pipeline.Type","Liquid.Type","Liquid.Subtype","Liquid.Name","Accident.City","Accident.County","Accident.State","Accident.Latitude","Accident.Longitude","Cause.Category","Cause.Subcategory","Unintentional.Release..Barrels.","Intentional.Release..Barrels.","Liquid.Recovery..Barrels.","Net.Loss..Barrels.","Liquid.Ignition","Liquid.Explosion","Pipeline.Shutdown","Shutdown.Date.Time","Restart.Date.Time","Public.Evacuations","Operator.Employee.Injuries","Property.Damage.Costs","Lost.Commodity.Costs","Public.Private.Property.Damage.Costs","Emergency.Response.Costs","Environmental.Remediation.Costs","Other.Costs","All.Costs"
"748",871,20120214,16762,2012,"6/13/2012 1:00 PM",300,"PLAINS PIPELINE, L.P.","HEWITT STATION","ONSHORE","UNDERGROUND","CRUDE OIL","","","WILSON","CARTER","OK",34.1897222,-97.3761111,"CORROSION","EXTERNAL",0.48,0,0.48,0,"NO","NO","YES","6/13/2012 15:00","6/30/2012 8:00",0,0,0,0,0,2750,500,0,3250
"749",872,20120202,17135,2012,"6/15/2012 3:50 PM",31476,"ROSE ROCK MIDSTREAM L.P.","BURKETT DISCHARGE","ONSHORE","UNDERGROUND","CRUDE OIL","","","EL DORADO","BUTLER","KS",37.7958,-96.72309,"CORROSION","INTERNAL",60,0,58,2,"NO","NO","YES","6/15/2012 16:00","6/19/2012 8:10",0,0,6020,200,2500,10500,8500,16000,43720
"754",877,20120210,20535,2012,"6/21/2012 10:00 AM",10012,"NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.","WICHITA TO AUGUSTA 8 INCH","ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","GASOLINE (NON-ETHANOL)","","ANDOVER","BUTLER","KS",37.721901,-97.147138,"CORROSION","INTERNAL",5.69,0,5.69,0,"NO","NO","YES","6/21/2012 10:00","8/31/2012 6:00",0,0,5000,250,91411,50000,5000,0,151661
"756",879,20120219,17816,2012,"6/23/2012 8:30 AM",18386,"BP OIL PIPELINE CO","BRADLEY ROAD STATION","ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL","","CLEVELAND","CUYAHOGA","OH",41.435852,-81.668922,"INCORRECT OPERATION","OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP",23.5,0,23.5,0,"NO","NO","NO","","",0,0,0,4000,0,9000,46000,0,59000
"759",882,20120220,19356,2012,"6/27/2012 1:30 PM",32011,"HOLLY ENERGY PARTNERS - OPERATING, L.P.","TRUST 6/8","ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","GASOLINE (NON-ETHANOL)","","THROCKMORTON (RURAL)","THROCKMORTON","TX",33.247889,-98.792389,"EXCAVATION DAMAGE","THIRD PARTY EXCAVATION DAMAGE",465,0,0,465,"NO","NO","YES","6/27/2012 13:30","6/28/2012 4:42",0,0,11500,68000,0,5500,150000,0,235000
"760",883,20120227,18347,2012,"7/2/2012 2:15 PM",4805,"EXPLORER PIPELINE CO","HOUSTON PUMP STATION","ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE)","","HOUSTON","HARRIS","TX",29.81987246,-95.15331796,"CORROSION","INTERNAL",2.4,0,2.4,0,"NO","NO","NO","","",0,0,3500,0,0,14000,0,0,17500
"763",887,20120229,18558,2012,"7/6/2012 11:12 AM",31888,"CENTURION PIPELINE L.P.","SAUNDERS STATION","ONSHORE","UNDERGROUND","CRUDE OIL","","","LOVINGTON","LEA","NM",33.05365,-103.59627,"EXCAVATION DAMAGE","OPERATOR/CONTRACTOR EXCAVATION DAMAGE",4,0,0,4,"NO","NO","","","",0,0,0,0,0,1000,11000,1000,13000
"765",889,20120226,17125,2012,"7/7/2012 8:15 AM",18718,"SUNOCO PIPELINE L.P.","AMDEL 10""","ONSHORE","UNDERGROUND","CRUDE OIL","","","KURTEN","BRAZOS","TX",30.79796,-96.27369,"CORROSION","EXTERNAL",2,0,0,2,"NO","NO","YES","7/7/2012 8:15","7/7/2012 19:00",0,0,15500,162,0,500,2000,0,18162
"766",890,20120228,17126,2012,"7/12/2012 11:55 AM",18718,"SUNOCO PIPELINE L.P.","AMDEL 10""","ONSHORE","UNDERGROUND","CRUDE OIL","","","KURTEN","BRAZOS","TX",30.80147,-96.28436,"CORROSION","EXTERNAL",0.12,0,0.12,0,"NO","NO","YES","7/12/2012 12:01","7/13/2012 3:46",0,0,18000,0,0,0,0,0,18000
"767",892,20120233,17759,2012,"7/15/2012 11:00 AM",31476,"ROSE ROCK MIDSTREAM L.P.","HUDSON STATION","ONSHORE","UNDERGROUND","CRUDE OIL","","","HUDSON","STAFFORD","KS",38.09496,-98.58163,"MATERIAL/WELD/EQUIP FAILURE","THREADED CONNECTION/COUPLING FAILURE",99,0,93,6,"NO","NO","YES","7/15/2012 11:40","7/15/2012 16:16",0,0,100,500,0,3500,6000,0,10100
"769",894,20120238,19624,2012,"7/17/2012 10:40 AM",22430,"WEST SHORE PIPELINE CO","GRANVILLE STATION TO ELKHART LAKE","ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","GASOLINE (NON-ETHANOL)","","JACKSON","WASHINGTON","WI",43.297089,-88.130513,"MATERIAL/WELD/EQUIP FAILURE","MANUFACTURING-RELATED",1302,0,482,820,"NO","NO","YES","7/17/2012 10:40","7/21/2012 18:55",4,0,313944,1e+05,0,10058698,6941133,5809733,23223508
"770",895,20120235,18121,2012,"7/19/2012 3:00 PM",2552,"COLONIAL PIPELINE CO","COLONIAL/FELIXVILLE STATION","ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL","","CLINTON","EAST FELICIANA","LA",30.90944,-90.87166,"INCORRECT OPERATION","INCORRECT INSTALLATION",0.36,0,0.36,0,"NO","NO","","","",0,0,0,50,0,2700,0,0,2750
"777",902,20120245,19354,2012,"7/23/2012 8:00 PM",30959,"THE DOW CHEMICAL COMPANY","THE DOW CHEMICAL COMPANY","ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","OTHER","NAPHTHA","FREEPORT","BRAZORIA","TX",28.9598,-95.31151,"CORROSION","INTERNAL",132,0,0,132,"NO","NO","NO","","",0,0,2e+06,13980,0,2e+05,4e+06,0,6213980
"778",903,20120230,18542,2012,"7/24/2012 12:00 AM",31947,"ENBRIDGE PIPELINES (OZARK) L.L.C.","CUSHING TERMINAL NORTH","ONSHORE","UNDERGROUND","CRUDE OIL","","","CUSHING","PAYNE","OK",35.95885,-96.75655,"CORROSION","INTERNAL",1,0,1,0,"NO","NO","NO","","",0,0,25000,100,0,1500,1000,0,27600
"781",906,20120243,17114,2012,"7/26/2012 2:15 PM",30777,"MOTIVA ENTERPRISE LLC","2-12 RIGHT OF WAY","ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","GASOLINE (NON-ETHANOL)","","PORT ARTHUR TEXAS","JEFFERSON","TX",29.51419,-93.5739,"CORROSION","EXTERNAL",0.2,0,0.2,0,"NO","NO","YES","7/26/2012 14:30","8/27/2012 7:00",0,0,26000,0,0,0,10000,0,36000
"783",908,20120248,19113,2012,"7/27/2012 2:41 PM",11169,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP","LINE 14 MP 232","ONSHORE","UNDERGROUND","CRUDE OIL","","","GRAND MARSH","ADAMS","WI",43.895611,-89.638236,"MATERIAL/WELD/EQUIP FAILURE","MANUFACTURING-RELATED",1729,0,1100,629,"NO","NO","YES","7/27/2012 14:45","8/7/2012 12:20",5,0,1510369,133133,1027158,623877,1680707,39164,5014408
"794",919,20120262,17032,2012,"8/15/2012 1:33 PM",18718,"SUNOCO PIPELINE L.P.","SARATOGA TO SOUR LAKE 8""","ONSHORE","UNDERGROUND","CRUDE OIL","","","SOUR LAKE","HARDIN","TX",30.16414,-94.43055,"CORROSION","EXTERNAL",3,0,0,3,"NO","NO","YES","8/15/2012 13:33","8/15/2012 19:30",0,0,4387,300,0,4321,3445,0,12453
"795",920,20120264,16899,2012,"8/15/2012 6:15 PM",300,"PLAINS PIPELINE, L.P.","NEW HOBBS TO LLANO GRANDE 6 INCH","ONSHORE","UNDERGROUND","CRUDE OIL","","","HOBBS","LEA","NM",32.655,-103.1375,"CORROSION","INTERNAL",4,0,4,0,"NO","NO","YES","8/15/2012 18:15","8/15/2012 20:00",0,0,6500,300,0,600,0,0,7400
"796",921,20120256,18117,2012,"8/17/2012 6:30 PM",2552,"COLONIAL PIPELINE CO","COLONIAL/ ATLANTA JUNCTION","ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL","","AUSTELL","COBB","GA",33.85596,-84.62949,"CORROSION","INTERNAL",1.38,0,1.26,0.12,"NO","NO","YES","8/17/2012 18:30","8/18/2012 10:05",0,0,1750,170,0,23250,2000,0,27170
"798",923,20120268,17620,2012,"8/19/2012 7:30 AM",18718,"SUNOCO PIPELINE L.P.","DARBY CREEK TANK FARM","ONSHORE","UNDERGROUND","CRUDE OIL","","","SHARON HILL","DELAWARE","PA",39.8955,-75.25948,"CORROSION","INTERNAL",4.14,0,4.14,0,"NO","NO","YES","8/19/2012 7:30","8/20/2012 18:00",0,0,0,0,0,0,46000,0,46000
"800",925,20120267,19306,2012,"8/20/2012 8:30 AM",26061,"DELEK PIPELINE TEXAS, INC","TEXOMA TANK FARM","ONSHORE","UNDERGROUND","CRUDE OIL","","","WHITE OAK","GREGG","TX",32.28877,-94.50289,"CORROSION","INTERNAL",5,0,0,5,"NO","NO","YES","8/20/2012 12:00","8/20/2012 15:00",0,0,5200,500,0,0,16000,0,21700
"801",926,20120270,18622,2012,"8/20/2012 3:45 PM",4906,"EXXONMOBIL PIPELINE CO","MT BELVIEU TO BAYTOWN 10"" CHEM GRADE PROPYLENE","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","","","BAYTOWN","HARRIS","TX",29.764311,-94.982056,"MATERIAL/WELD/EQUIP FAILURE","CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",0.25,0,0,0.25,"NO","NO","YES","8/20/2012 17:30","8/25/2012 16:00",0,0,10000,50,0,20000,0,1e+05,130050
"803",928,20120272,19236,2012,"8/22/2012 7:15 PM",26099,"TAMPA BAY PIPELINE CO.","TAMPA PIPELINE TRANSPORT SYSTEM","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","ANHYDROUS AMMONIA","","LITHIA","HILLSBOROUGH","FL",27.8608333,-82.1983333,"MATERIAL/WELD/EQUIP FAILURE","CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",0.1,7,0,0.1,"NO","NO","YES","8/22/2012 19:16","9/10/2012 11:19",0,0,1e+05,500,30000,50000,5000,0,185500
"805",930,20120260,17973,2012,"8/23/2012 2:47 PM",32147,"MARATHON PIPE LINE LLC","PATOKA - MARTINSVILLE SYSTEM","ONSHORE","UNDERGROUND","CRUDE OIL","","","EFFINGHAM","EFFINGHAM","IL",39.060075,-88.495556,"INCORRECT OPERATION","PIPELINE/EQUIPMENT OVERPRESSURED",0.2,0,0.2,0,"NO","NO","NO","","",0,0,89878,20,0,15504,0,0,105402
"806",931,20120263,17613,2012,"8/23/2012 10:35 PM",31618,"ENTERPRISE PRODUCTS OPERATING LLC","NORTH PORT ARTHUR TERMINAL","ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","GASOLINE (NON-ETHANOL)","","PORT ARTHUR","JEFFERSON","TX",29.911491,-94.008985,"CORROSION","EXTERNAL",5,0,2,3,"NO","NO","YES","8/24/2012 0:35","8/29/2012 13:00",0,0,35000,1500,0,215000,250000,0,501500
"807",933,20120275,19741,2012,"8/27/2012 2:41 AM",22430,"WEST SHORE PIPELINE CO","EAST CHICAGO TO CANAL JUNCTION","ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL","","PALOS PARK","COOK","IL",41.68140797,-87.82598113,"INCORRECT OPERATION","PIPELINE/EQUIPMENT OVERPRESSURED",704,0,685,19,"NO","NO","YES","8/27/2012 2:41","9/17/2012 10:00",0,0,160000,2000,0,2726171,2555000,580000,6023171
"809",936,20120276,18116,2012,"8/30/2012 10:45 AM",2552,"COLONIAL PIPELINE CO","COLONIAL/HEBERT STATION","ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL","","BEAUMONT","JEFFERSON","TX",29.97583,-94.05681,"INCORRECT OPERATION","INCORRECT INSTALLATION",1.19,0,1.19,0,"NO","NO","NO","","",0,0,0,200,0,20000,0,0,20200
"813",942,20120278,19211,2012,"9/5/2012 9:45 PM",12105,"MAGELLAN AMMONIA PIPELINE, L.P.","EARLY TO GARNER LINE SEGMENT","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","ANHYDROUS AMMONIA","","DENHART","HANCOCK","IA",42.94222,-93.90276,"MATERIAL/WELD/EQUIP FAILURE","CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",8.78,0,0,8.78,"NO","NO","YES","9/5/2012 21:45","9/10/2012 14:50",0,0,200,708,1781,9650,25000,400,37739
"816",946,20120279,19205,2012,"9/9/2012 7:35 AM",12105,"MAGELLAN AMMONIA PIPELINE, L.P.","EARLY TO GARNER LINE SSEGMENT","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","ANHYDROUS AMMONIA","","POCAHONTAS","POCAHONTAS","IA",42.72143,-94.60402,"MATERIAL/WELD/EQUIP FAILURE","CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",54.65,0,0,54.65,"NO","NO","YES","9/9/2012 7:35","9/10/2012 14:50",0,0,5000,4408,2700,5086,25000,300,42494
"817",947,20120292,18849,2012,"9/10/2012 4:14 PM",26041,"KINDER MORGAN LIQUID TERMINALS, LLC","","ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","GASOLINE (NON-ETHANOL)","","PERTH AMBOY","MIDDLESEX","NJ",40.52243,-74.25384,"CORROSION","EXTERNAL",0.12,0,0.02,0.1,"NO","NO","YES","9/10/2012 16:14","9/14/2012 16:30",0,0,51000,1,0,0,17900,0,68901
"823",954,20120284,20643,2012,"9/13/2012 3:28 PM",31618,"ENTERPRISE PRODUCTS OPERATING LLC","SEMINOLE PIPELINE","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","OTHER HVL","ETHANE","FORSAN","HOWARD","TX",32.1057904,-101.2216288,"MATERIAL/WELD/EQUIP FAILURE","ENVIRONMENTAL CRACKING-RELATED",6700,0,0,6700,"YES","YES","YES","9/13/2012 15:28","9/15/2012 23:33",0,0,160000,94000,0,10000,0,0,264000
"825",958,20120297,16961,2012,"9/18/2012 10:18 AM",30829,"ENTERPRISE CRUDE PIPELINE LLC","C18","ONSHORE","UNDERGROUND","CRUDE OIL","","","OLNEY","YOUNG","TX",33.33278,-98.72257,"CORROSION","EXTERNAL",1,0,0.25,0.75,"NO","NO","","","",0,0,3000,100,0,0,7500,0,10600
"828",961,20120298,17603,2012,"9/21/2012 2:00 PM",22442,"WEST TEXAS GULF PIPELINE CO","COLORADO CITY STATION","ONSHORE","UNDERGROUND","CRUDE OIL","","","HERMLEIGH","SCURRY","TX",32.5327,-100.8309,"CORROSION","EXTERNAL",0.48,0,0,0.48,"NO","NO","NO","","",0,0,25000,43,0,0,1500,0,26543
"830",963,20120299,17109,2012,"9/24/2012 10:50 AM",31684,"PHILLIPS 66 PIPELINE LLC","NC-73","ONSHORE","UNDERGROUND","CRUDE OIL","","","MCKITTRICK","KERN","CA",35.3599366,-119.6614872,"CORROSION","EXTERNAL",0.24,0,0,0.24,"NO","NO","YES","9/24/2012 10:50","9/24/2012 20:45",0,0,10000,20,0,15000,500,0,25520
"831",964,20120305,17466,2012,"9/24/2012 11:30 AM",31957,"KINDER MORGAN WINK PIPELINE LP","WINK STATION","ONSHORE","UNDERGROUND","CRUDE OIL","","","WINK","WINKLER","TX",31.76885,-103.17565,"CORROSION","INTERNAL",1.09,0,0,1.09,"NO","NO","NO","","",0,0,500,100,0,750,250,0,1600
"834",967,20120312,17972,2012,"9/26/2012 10:00 AM",32147,"MARATHON PIPE LINE LLC","MARTINSVILLE TANK FARM","ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","OTHER","NAPTHA","MARTINSVILLE","CLARK","IL",39.323679,-87.900338,"MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",0.1,0,0.1,0,"NO","NO","NO","","",0,0,26000,0,0,56000,0,0,82000
"838",971,20120310,17818,2012,"9/28/2012 12:10 PM",26085,"PLAINS MARKETING, L.P.","DOMINGUEZ HILLS ","ONSHORE","UNDERGROUND","CRUDE OIL","","","COMPTON","LOS ANGELES","CA",33.86206,-118.22369,"CORROSION","INTERNAL",3,0,3,0,"NO","NO","NO","","",0,0,144000,0,0,101000,0,0,245000
"841",974,20120311,20151,2012,"10/3/2012 2:40 PM",2552,"COLONIAL PIPELINE CO","COLONIAL/LINE 19","ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","GASOLINE (NON-ETHANOL)","","CHATTANOOGA","HAMILTON","TN",35.05097,-85.33488,"EXCAVATION DAMAGE","PREVIOUS DAMAGE DUE TO EXCAVATION",85.7,0,61.9,23.8,"NO","NO","YES","10/3/2012 15:19","10/5/2012 12:00",0,0,350000,10800,0,375000,550000,0,1285800
"843",976,20120315,18113,2012,"10/8/2012 5:30 PM",2552,"COLONIAL PIPELINE CO","COLONIAL PIPELINE/ CHANTILLY STATION","ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL","","CLIFTON","FAIRFAX","VA",38.835046,-77.400392,"CORROSION","EXTERNAL",3.5,0,2.6,0.9,"NO","NO","NO","","",0,0,25000,600,0,60000,0,0,85600
"853",988,20120325,19342,2012,"10/19/2012 1:45 AM",2387,"CITGO PIPELINE CO","SOUR LAKE TANK FARM FACILITY PIPING","ONSHORE","UNDERGROUND","CRUDE OIL","","","SOUR LAKE, TEXAS","HARDIN","TX",30.145154,-94.405099,"CORROSION","INTERNAL",718,0,663,55,"NO","NO","","","",0,0,4000,5400,0,0,67000,6300,82700
"854",989,20120330,18460,2012,"10/23/2012 11:50 AM",31947,"ENBRIDGE PIPELINES (OZARK) L.L.C.","CUSHING TERMINAL CENTRAL","ONSHORE","UNDERGROUND","CRUDE OIL","","","CUSHING ","PAYNE","OK",35.944728,-96.764824,"MATERIAL/WELD/EQUIP FAILURE","MALFUNCTION OF CONTROL/RELIEF EQUIPMENT",0.83,0,0.83,0,"NO","NO","NO","","",0,0,15000,100,0,75000,5000,0,95100
"856",992,20120333,20214,2012,"10/30/2012 11:57 AM",31684,"PHILLIPS 66 PIPELINE LLC","BLUE LINE","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID)","","MADISON","GREENWOOD","KS",38.12745,-96.191081,"CORROSION","EXTERNAL",0.24,0,0,0.24,"NO","NO","YES","10/30/2012 11:57","10/30/2012 17:04",0,0,3500,20,0,200,100,0,3820
"858",994,20120337,21762,2012,"10/31/2012 10:00 AM",32109,"ONEOK NGL PIPELINE, LLC","106E PIPELINE","ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","OTHER","14# NATURAL GASOLINE","ORLAND PARK","COOK","IL",41.644119,-87.892427,"MATERIAL/WELD/EQUIP FAILURE","MANUFACTURING-RELATED",10,0,10,0,"NO","NO","YES","11/1/2012 1:06","11/4/2012 12:00",0,0,332463,1000,0,0,90000,0,423463
"859",995,20120339,20353,2012,"10/31/2012 4:25 PM",30782,"HARVEST PIPELINE COMPANY","PETTUS OIL","ONSHORE","UNDERGROUND","CRUDE OIL","","","PETTUS","BEE","TX",28.60758,-97.81663,"EXCAVATION DAMAGE","THIRD PARTY EXCAVATION DAMAGE",100,0,10,90,"NO","NO","YES","10/31/2012 16:30","11/2/2012 15:30",0,0,35000,8000,0,15000,30000,0,88000
"860",997,20120336,17053,2012,"11/2/2012 7:50 AM",300,"PLAINS PIPELINE, L.P.","MISSISSIPPI ALABAMA","ONSHORE","UNDERGROUND","CRUDE OIL","","","CROWVILLE","FRANKLIN","LA",32.23587,-91.62582,"CORROSION","INTERNAL",1.5,0,1.5,0,"NO","NO","YES","11/2/2012 8:01","11/3/2012 12:30",0,0,14350,0,0,2850,0,0,17200
"865",1002,20120348,19901,2012,"11/5/2012 10:12 AM",31618,"ENTERPRISE PRODUCTS OPERATING LLC","CLINTON LATERAL LOOP","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","OTHER HVL","ETHANE / PROPANE","DICKSON","SCOTT","IA",41.73889472,-90.81978672,"INCORRECT OPERATION","DAMAGE BY OPERATOR OR OPERATOR'S CONTRACTOR",0.1,1640,0,0.1,"NO","NO","YES","11/5/2012 10:20","11/8/2012 11:12",0,0,25000,18000,0,25000,0,0,68000
"870",1008,20120338,17675,2012,"11/11/2012 12:45 PM",300,"PLAINS PIPELINE, L.P.","JAL STATION","ONSHORE","UNDERGROUND","CRUDE OIL","","","JAL","LEA","NM",32.08014,-103.17604,"CORROSION","INTERNAL",4,0,4,0,"NO","NO","YES","11/11/2012 12:50","11/11/2012 14:30",0,0,600,360,0,1500,0,0,2460
"872",1010,20120358,19699,2012,"11/13/2012 8:35 AM",15774,"ENBRIDGE PIPELINES (NORTH DAKOTA) LLC","ENBRIDGE PIPELINES (NORTH DAKOTA) LLC/MINOT STN","ONSHORE","UNDERGROUND","CRUDE OIL","","","MINOT","WARD","ND",48.24275,-101.25444,"CORROSION","INTERNAL",76,0,76,0,"NO","NO","NO","","",0,0,734810,7600,0,734805,925936,0,2403151
"878",1016,20120363,17866,2012,"11/20/2012 9:30 AM",300,"PLAINS PIPELINE, L.P.","LOST CABIN STATION","ONSHORE","UNDERGROUND","CRUDE OIL","","","LYSITE","FREMONT","WY",43.2930556,-107.625,"CORROSION","INTERNAL",7.5,0,7.5,0,"NO","NO","NO","","",0,0,30000,600,0,5000,5000,0,40600
"879",1018,20120367,17815,2012,"11/20/2012 10:30 PM",300,"PLAINS PIPELINE, L.P.","RED RIVER PIPELINE","ONSHORE","UNDERGROUND","CRUDE OIL","","","HEALDTON","CARTER ","OK",34.20969,-97.54401,"CORROSION","EXTERNAL",35,0,35,0,"NO","NO","NO","","",0,0,4169,0,0,1085,8614,0,13868
"881",1020,20120374,17670,2012,"11/21/2012 1:30 PM",10012,"NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.","GENEVA TO NORFOLK 8 INCH","ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","GASOLINE (NON-ETHANOL)","","FAIRMONT","FILLMORE","NE",40.621988,-97.549726,"MATERIAL/WELD/EQUIP FAILURE","MANUFACTURING-RELATED",60,0,60,0,"NO","NO","YES","11/21/2012 13:30","11/22/2012 20:00",0,0,26000,7500,15000,260000,624500,0,933000
"887",1028,20120370,19846,2012,"11/26/2012 12:32 PM",30777,"MOTIVA ENTERPRISE LLC","14 INCH DOCK LINE","ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL","","PORT ARTHUR","JEFFERSON","TX",29.87283,-93.95767,"CORROSION","EXTERNAL",23,0,0,23,"NO","NO","YES","11/26/2012 12:32","",0,0,50000,2814,0,0,67015,0,119829
"888",1029,20120360,18112,2012,"11/28/2012 9:30 PM",2552,"COLONIAL PIPELINE CO","COLONIAL/HOUSTON STATION","ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","GASOLINE (NON-ETHANOL)","","PASADENA","HARRIS","TX",29.71816,-95.17971,"MATERIAL/WELD/EQUIP FAILURE","CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",11,0,11,0,"NO","NO","NO","","",0,0,1e+05,1311,0,2e+05,0,0,301311
"897",1040,20130008,18787,2012,"12/14/2012 4:00 PM",2552,"COLONIAL PIPELINE CO","COLONIAL/MITCHELL JUNCTION","ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL","","COLUMBIA","CUMBERLAND","VA",37.66279,-78.2375,"CORROSION","INTERNAL",0.45,0,0.45,0,"NO","NO","NO","","",0,0,3500,88,0,6000,5000,0,14588
"899",1042,20130011,19208,2012,"12/17/2012 8:17 AM",12105,"MAGELLAN AMMONIA PIPELINE, L.P.","WEST LEG ANHYDROUS AMMONIA PIPELINE","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","ANHYDROUS AMMONIA","","GREENWOOD","LANCASTER","NE",40.97604,-96.4566,"MATERIAL/WELD/EQUIP FAILURE","CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",23.81,0,0,23.81,"NO","NO","YES","12/17/2012 8:17","12/19/2012 8:30",0,0,14819,1862,0,11889,141625,0,170195
"900",1043,20130015,18308,2012,"12/17/2012 11:00 AM",5081,"COFFEYVILLE RESOURCES CRUDE TRANSPORTATION, LLC","HOOSER 8""","ONSHORE","UNDERGROUND","CRUDE OIL","","","CHAUTAUQUA","CHAUTAUQUA","KS",37.05446,-96.18822,"CORROSION","EXTERNAL",100,0,100,0,"NO","NO","YES","12/17/2012 11:00","12/22/2012 8:00",0,0,65000,8925,5000,35000,1400000,0,1513925
"901",1046,20130009,17558,2012,"12/19/2012 1:00 PM",18718,"SUNOCO PIPELINE L.P.","RINGGOLD STATION","ONSHORE","UNDERGROUND","CRUDE OIL","","","RINGGOLD","MONTAGUE","TX",33.86379,-97.95413,"CORROSION","INTERNAL",1,0,0.5,0.5,"NO","NO","NO","","",0,0,2800,80,0,0,0,0,2880
"913",1062,20130033,18133,2013,"1/1/2013 6:28 AM",2552,"COLONIAL PIPELINE CO","COLONIAL/GREENSBORO JUNCTION","ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","GASOLINE (NON-ETHANOL)","","GREENSBORO","GUILFORD","NC",36.07076,-79.93915,"INCORRECT OPERATION","PIPELINE/EQUIPMENT OVERPRESSURED",131.3,0,105.9,25.4,"NO","NO","YES","1/1/2013 6:28","1/7/2013 15:46",0,0,1250000,2922,0,2e+05,1e+05,0,1552922
