"","Report.Number","Supplemental.Number","Accident.Year","Accident.Date.Time","Operator.ID","Operator.Name","Pipeline.Facility.Name","Pipeline.Location","Pipeline.Type","Liquid.Type","Liquid.Subtype","Liquid.Name","Accident.City","Accident.County","Accident.State","Accident.Latitude","Accident.Longitude","Cause.Category","Cause.Subcategory","Unintentional.Release..Barrels.","Intentional.Release..Barrels.","Liquid.Recovery..Barrels.","Net.Loss..Barrels.","Liquid.Ignition","Liquid.Explosion","Pipeline.Shutdown","Shutdown.Date.Time","Restart.Date.Time","Public.Evacuations","Operator.Employee.Injuries","Operator.Contractor.Injuries","Emergency.Responder.Injuries","Other.Injuries","Public.Injuries","All.Injuries","Operator.Employee.Fatalities","Operator.Contractor.Fatalities","Emergency.Responder.Fatalities","Other.Fatalities","Public.Fatalities","All.Fatalities","Property.Damage.Costs","Lost.Commodity.Costs","Public.Private.Property.Damage.Costs","Emergency.Response.Costs","Environmental.Remediation.Costs","Other.Costs","All.Costs"
"926",20120270,18622,2012,"8/20/2012 3:45 PM",4906,"EXXONMOBIL PIPELINE CO","MT BELVIEU TO BAYTOWN 10"" CHEM GRADE PROPYLENE","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","","","BAYTOWN","HARRIS","TX",29.764311,-94.982056,"MATERIAL/WELD/EQUIP FAILURE","CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",0.25,0,0,0.25,"NO","NO","YES","8/20/2012 17:30","8/25/2012 16:00",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000,50,0,20000,0,100000,130050
"936",20120276,18116,2012,"8/30/2012 10:45 AM",2552,"COLONIAL PIPELINE CO","COLONIAL/HEBERT STATION","ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL","","BEAUMONT","JEFFERSON","TX",29.97583,-94.05681,"INCORRECT OPERATION","INCORRECT INSTALLATION",1.19,0,1.19,0,"NO","NO","NO","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,200,0,20000,0,0,20200
"950",20120290,19454,2012,"9/11/2012 3:30 PM",30829,"ENTERPRISE CRUDE PIPELINE LLC","JONES CREEK TANK FARM","ONSHORE","UNDERGROUND","CRUDE OIL","","","JONES CREEK","BRAZORIA","TX",28.949889,-95.432381,"CORROSION","INTERNAL",100,NA,100,0,"NO","NO","YES","9/11/2012 15:35","9/14/2012 8:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20000,12000,0,20000,60000,0,112000
"951",20120288,17504,2012,"9/12/2012 1:50 PM",31174,"SHELL PIPELINE CO., L.P.","BENGAL 16 - CONVENT PUMP STATION","ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL","","CONVENT","ST. JAMES","LA",30.1150416,-90.9009944,"MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",0.95,0,0.95,0,"NO","NO","NO","","",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,100,0,2500,0,0,2650
"956",20120300,17674,2012,"9/18/2012 6:30 AM",300,"PLAINS PIPELINE, L.P.","MCCAMEY TANK FARM","ONSHORE","UNDERGROUND","CRUDE OIL","","","MCCAMEY","UPTON","TX",31.13575,-102.18757,"CORROSION","INTERNAL",10,NA,10,0,"NO","NO","YES","9/18/2012 6:40","9/18/2012 14:00",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40000,1000,0,3000,0,0,44000
"960",20120301,17701,2012,"9/21/2012 8:30 AM",26085,"PLAINS MARKETING, L.P.","EL SEGUNDO","ONSHORE","TANK","CRUDE OIL","","","EL SEGUNDO","LOS ANGELES","CA",33.90593,-118.42132,"CORROSION","EXTERNAL",2.9,0,2.9,0,"NO","NO","NO","","",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25000,0,0,20000,0,0,45000
"962",20120296,17388,2012,"9/23/2012 1:20 AM",22610,"MAGELLAN PIPELINE COMPANY, LP","FAUNA-EXPLORER LINE","ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","GASOLINE (NON-ETHANOL)","","HOUSTON","HARRIS","TX",29.79449,-95.28034,"MATERIAL/WELD/EQUIP FAILURE","THREADED CONNECTION/COUPLING FAILURE",0.71,0,0.71,0,"NO","NO","YES","9/23/2012 1:23","9/23/2012 3:00",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2000,0,0,2000
"965",20120303,18327,2012,"9/25/2012 6:45 PM",32688,"WEST COAST TERMINAL PIPELINE  (WCTP)","CARSON TERMINAL","ONSHORE","ABOVEGROUND","CRUDE OIL","","","CARSON","LOS ANGELES","CA",33.8000022,-118.233913,"MATERIAL/WELD/EQUIP FAILURE","CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",19.6,0,19.6,0,"NO","NO","YES","9/25/2012 18:45","9/27/2012 2:20",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10700,2118,0,50000,10500,20000,93318
"976",20120315,18113,2012,"10/8/2012 5:30 PM",2552,"COLONIAL PIPELINE CO","COLONIAL PIPELINE/ CHANTILLY STATION","ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL","","CLIFTON","FAIRFAX","VA",38.835046,-77.400392,"CORROSION","EXTERNAL",3.5,0,2.6,0.9,"NO","NO","NO","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25000,600,0,60000,0,0,85600
"978",20120316,17001,2012,"10/10/2012 1:00 PM",31684,"PHILLIPS 66 PIPELINE LLC","POWDER RIVER ","ONSHORE","ABOVEGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID)","","KEENESBURG","WELD ","CO",40.136819,-104.509592,"MATERIAL/WELD/EQUIP FAILURE","OTHER EQUIPMENT FAILURE",0.48,0,0,0.48,"NO","NO","NO","","",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1000,0,0,0,0,1000
"982",20120320,18325,2012,"10/16/2012 9:35 AM",18092,"SFPP, LP","WATSON STATION","ONSHORE","TANK","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL","","LONG BEACH","LOS ANGELES","CA",33.84494,-118.232432,"MATERIAL/WELD/EQUIP FAILURE","OTHER EQUIPMENT FAILURE",6.71,0,6.71,0,"NO","NO","NO","","",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,962,0,12000,3000,0,16012
"991",20120335,18076,2012,"10/29/2012 2:15 AM",26041,"KINDER MORGAN LIQUID TERMINALS, LLC","","ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","GASOLINE (NON-ETHANOL)","","PASADENA","HARRIS","TX",40.52243,-74.25384,"MATERIAL/WELD/EQUIP FAILURE","MALFUNCTION OF CONTROL/RELIEF EQUIPMENT",0.12,0,0.12,0,"NO","NO","YES","10/29/2012 2:15","10/30/2012 9:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3462,1,0,0,0,0,3463
"994",20120337,21762,2012,"10/31/2012 10:00 AM",32109,"ONEOK NGL PIPELINE, LLC","106E PIPELINE","ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","OTHER","14# NATURAL GASOLINE","ORLAND PARK","COOK","IL",41.644119,-87.892427,"MATERIAL/WELD/EQUIP FAILURE","MANUFACTURING-RELATED",10,0,10,0,"NO","NO","YES","11/1/2012 1:06","11/4/2012 12:00",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,332463,1000,0,0,90000,0,423463
"1007",20120352,18181,2012,"11/9/2012 12:48 AM",22855,"KOCH PIPELINE COMPANY, L.P.","SAN ANTONIO PUMP STATION","ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","GASOLINE (NON-ETHANOL)","","SAN ANTONIO","BEXAR","TX",29.11242,-98.11987,"MATERIAL/WELD/EQUIP FAILURE","PUMP OR PUMP-RELATED EQUIPMENT",2,0,1.95,0.05,"NO","NO","YES","11/9/2012 1:45","11/9/2012 18:07",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,260,0,3102,52422,0,55784
"1009",20120350,17636,2012,"11/12/2012 3:00 PM",18718,"SUNOCO PIPELINE L.P.","SARATOGA STATION","ONSHORE","ABOVEGROUND","CRUDE OIL","","","SARATOGA","HARDIN","TX",30.28649,-94.50634,"CORROSION","INTERNAL",0.5,0,0,0.5,"NO","NO","YES","11/12/2012 15:00","11/16/2012 14:15",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000,41,0,1000,1000,0,12041
"1011",20120346,18317,2012,"11/13/2012 2:30 PM",2170,"CENEX PIPELINE LLC","GLENDIVE TERMINAL FILTER","ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL","","GLENDIVE","DAWSON","MT",47.0988,-104.759017,"ALL OTHER CAUSES","MISCELLANEOUS",1,0,0.2,0.8,"NO","NO","NO","","",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,125,0,200,0,0,525
"1014",20120357,17755,2012,"11/15/2012 8:00 AM",300,"PLAINS PIPELINE, L.P.","WHITESBORO STATION","ONSHORE","ABOVEGROUND","CRUDE OIL","","","WHITESBORO","GRAYSON ","TX",33.767016,-96.89285,"MATERIAL/WELD/EQUIP FAILURE","PUMP OR PUMP-RELATED EQUIPMENT",1.5,0,1.5,0,"NO","NO","NO","","",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,0,0,1000,500,0,2000
"1016",20120363,17866,2012,"11/20/2012 9:30 AM",300,"PLAINS PIPELINE, L.P.","LOST CABIN STATION","ONSHORE","UNDERGROUND","CRUDE OIL","","","LYSITE","FREMONT","WY",43.2930556,-107.625,"CORROSION","INTERNAL",7.5,0,7.5,0,"NO","NO","NO","","",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30000,600,0,5000,5000,0,40600
"1026",20120366,20224,2012,"11/25/2012 1:02 PM",22610,"MAGELLAN PIPELINE COMPANY, LP","FAIRFAX WEST KCI  6"" LINE #6495","ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL","","KANSAS CITY","WYANDOTTE","KS",39.15386,-94.62234,"CORROSION","EXTERNAL",0.1,0,0,0.1,"NO","NO","YES","11/25/2012 13:02","11/30/2012 16:13",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52529,3,0,9945,0,0,62477
"1031",20120356,18110,2012,"12/1/2012 11:19 AM",2552,"COLONIAL PIPELINE CO","COLONIAL PIPELINE/FELIXVILLE STATION","ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL","","CLINTON","EAST FELICIANA","LA",30.909265,-90.871663,"INCORRECT OPERATION","OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP",2.65,0,2.65,0,"NO","NO","YES","12/1/2012 11:54","12/1/2012 14:30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,265,0,18000,7000,0,25265
"1037",20130003,19950,2012,"12/10/2012 4:20 PM",30829,"ENTERPRISE CRUDE PIPELINE LLC","FULSHEAR JUNCTION","ONSHORE","UNDERGROUND","CRUDE OIL","","","FULSHEAR","FORT BEND","TX",29.712258,-95.880858,"CORROSION","INTERNAL",5,NA,5,0,"NO","NO","YES","12/10/2012 16:30","12/17/2012 8:00",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125000,500,0,1500,11000,0,138000
"1040",20130008,18787,2012,"12/14/2012 4:00 PM",2552,"COLONIAL PIPELINE CO","COLONIAL/MITCHELL JUNCTION","ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL","","COLUMBIA","CUMBERLAND","VA",37.66279,-78.2375,"CORROSION","INTERNAL",0.45,0,0.45,0,"NO","NO","NO","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3500,88,0,6000,5000,0,14588
"1044",20130096,17533,2012,"12/18/2012 1:00 PM",12628,"MOBIL  PIPE  LINE COMPANY","BEAUMONT TERMINAL","ONSHORE","UNDERGROUND","CRUDE OIL","","","BEAUMONT","JEFFERSON","TX",30.049461,-94.069686,"INCORRECT OPERATION","OTHER INCORRECT OPERATION",4.25,NA,4,0.25,"NO","NO","NO","","",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,0,0,25000,0,25020
"1050",20130014,18176,2012,"12/21/2012 11:00 AM",18718,"SUNOCO PIPELINE L.P.","WAYNE PUMP STATION","ONSHORE","ABOVEGROUND","CRUDE OIL","","","WAYNE","WAYNE","MI",42.2748,-83.4048,"INCORRECT OPERATION","OTHER INCORRECT OPERATION",3,NA,3,0,"NO","NO","YES","12/21/2012 11:11","6/5/2013 16:30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1110105,300,0,23199,46879,35600,1216083
"1055",20130020,17270,2012,"12/24/2012 7:17 AM",32147,"MARATHON PIPE LINE LLC","BYRON - SILVERTIP 12""-10""","ONSHORE","ABOVEGROUND","CRUDE OIL","","","BYRON","BIG HORN","WY",44.815919,-108.4989,"MATERIAL/WELD/EQUIP FAILURE","PUMP OR PUMP-RELATED EQUIPMENT",0.7,0,0.7,0,"NO","NO","YES","12/24/2012 7:17","12/24/2012 11:39",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,80,0,2700,200,0,4980
"1078",20130047,18552,2013,"1/13/2013 8:29 PM",30829,"ENTERPRISE CRUDE PIPELINE LLC","CUSHING EAST TERMINAL","ONSHORE","ABOVEGROUND","CRUDE OIL","","","CUSHING","LINCOLN","OK",35.940158,-96.747808,"MATERIAL/WELD/EQUIP FAILURE","MALFUNCTION OF CONTROL/RELIEF EQUIPMENT",1,0,1,0,"NO","NO","","","",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3500,100,0,0,3000,0,6600
"1079",20130025,18922,2013,"1/14/2013 3:30 PM",31684,"PHILLIPS 66 PIPELINE LLC","SUNSET PUMP STATION","ONSHORE","ABOVEGROUND","CRUDE OIL","","","TAFT","KERN","CA",35.097214,-119.3917,"MATERIAL/WELD/EQUIP FAILURE","OTHER EQUIPMENT FAILURE",0.71,0,0.71,0,"NO","NO","NO","","",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1700,65,0,500,0,0,2265
"1085",20130046,18923,2013,"1/18/2013 4:30 AM",31684,"PHILLIPS 66 PIPELINE LLC","POWDER RIVER/PR-01","ONSHORE","ABOVEGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID)","","BORGER","HUTCHINSON","TX",35.726944,-101.354167,"MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",97.52,312.48,0,97.52,"NO","NO","YES","1/18/2013 4:30","1/19/2013 11:00",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13000,5000,0,12000,0,0,30000
"1094",20130048,17229,2013,"1/24/2013 12:00 PM",22610,"MAGELLAN PIPELINE COMPANY, LP","EL DORADO-WATHENA JCT. #7-16"" LINE","ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","GASOLINE (NON-ETHANOL)","","TOPEKA","SHAWNEE","KS",38.91689,-95.68922,"MATERIAL/WELD/EQUIP FAILURE","MALFUNCTION OF CONTROL/RELIEF EQUIPMENT",2.38,0,2.38,0,"NO","NO","NO","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27200,285,0,2800,10000,0,40285
"1095",20130059,18710,2013,"1/24/2013 4:45 PM",18718,"SUNOCO PIPELINE L.P.","RANGER TO BRECKENRIDGE 8""","ONSHORE","UNDERGROUND","CRUDE OIL","","","RANGER","STEPHENS","TX",32.54948,-98.71181,"CORROSION","INTERNAL",350,0,120,230,"NO","NO","YES","1/24/2013 16:45","",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20000,21275,500,16400,604592,71901,734668
"1106",20130045,17814,2013,"1/31/2013 6:30 AM",15674,"PLANTATION PIPE LINE CO","WASHINGTON STATION","ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL","","NEWINGTON","FAIRFAX","VA",38.73302,-77.19229,"INCORRECT OPERATION","OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP",0.79,0,0.79,0,"NO","NO","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,100,0,20000,0,0,20100
"1110",20130083,17641,2013,"2/4/2013 4:50 AM",26041,"KINDER MORGAN LIQUID TERMINALS, LLC","PASADENA","ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL","","PASADENA","HARRIS","TX",40.52243,-74.25384,"INCORRECT OPERATION","PIPELINE/EQUIPMENT OVERPRESSURED",1100,NA,1100,0,"NO","NO","YES","2/4/2013 4:55","3/9/2013 15:00",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,450000,185000,0,0,150000,0,785000
"1111",20130074,17351,2013,"2/4/2013 2:30 PM",4906,"EXXONMOBIL PIPELINE CO","PASADENA STATION AND TANK FARM","ONSHORE","TANK","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL","","PASADENA","HARRIS","TX",29.708617,-95.1625,"CORROSION","EXTERNAL",0.74,NA,0.74,0,"NO","NO","NO","","",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,0,0,15000,0,15200
"1113",20130078,17369,2013,"2/5/2013 1:30 PM",18718,"SUNOCO PIPELINE L.P.","HEBERT STATION","ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","GASOLINE (NON-ETHANOL)","","BEAUMONT","JEFFERSON","TX",29.9807,-94.06,"MATERIAL/WELD/EQUIP FAILURE","THREADED CONNECTION/COUPLING FAILURE",0.36,NA,0,0.36,"NO","NO","NO","","",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,45,0,0,540,0,585
"1117",20130085,18789,2013,"2/7/2013 2:15 PM",18718,"SUNOCO PIPELINE L.P.","COLMESNEIL TO CHESTER 8""","ONSHORE","UNDERGROUND","CRUDE OIL","","","CHESTER","TYLER","TX",30.92773,-94.54854,"CORROSION","INTERNAL",3,NA,1,2,"NO","NO","NO","","",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20000,185,0,16904,0,0,37089
"1122",20130077,19463,2013,"2/11/2013 10:39 AM",30829,"ENTERPRISE CRUDE PIPELINE LLC","COLBERT STATION","ONSHORE","ABOVEGROUND","CRUDE OIL","","","COLBERT","BRYAN","OK",33.83017,-96.445621,"CORROSION","INTERNAL",0.25,NA,0.25,0,"NO","NO","YES","2/11/2013 10:50","2/16/2013 8:00",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31000,25,0,0,15000,14000,60025
"1131",20130105,19709,2013,"2/15/2013 3:00 PM",22610,"MAGELLAN PIPELINE COMPANY, LP","LOGAN STATION","ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL","","TEXAS CITY","GALVESTON","TX",29.37889,-94.93121,"INCORRECT OPERATION","INCORRECT VALVE POSITION",25,NA,24,1,"NO","NO","YES","2/18/2013 7:06","2/18/2013 13:20",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,100000,0,0,100000
"1132",20130103,19180,2013,"2/16/2013 10:00 PM",1248,"BELLE FOURCHE PIPELINE CO","","ONSHORE","ABOVEGROUND","CRUDE OIL","","","","CAMPBELL","WY",44.460839,-105.576613,"INCORRECT OPERATION","OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP",300,NA,285,15,"NO","NO","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1500,0,1200,15000,0,17700
"1134",20130107,17605,2013,"2/18/2013 12:08 PM",4906,"EXXONMOBIL PIPELINE CO","GRAND ISLE TO RECELAND","ONSHORE","ABOVEGROUND","CRUDE OIL","","","GRAND ISLE","JEFFERSON","LA",29.253809,-89.967529,"INCORRECT OPERATION","OTHER INCORRECT OPERATION",0.87,NA,0.87,0,"NO","NO","NO","","",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,10000,5000,0,15000
"1136",20130110,17645,2013,"2/19/2013 11:40 AM",26041,"KINDER MORGAN LIQUID TERMINALS, LLC","KINDER MORGAN","ONSHORE","TANK","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","GASOLINE (NON-ETHANOL)","","CARTERET","MIDDLESEX","NJ",40.585479,-74.213579,"MATERIAL/WELD/EQUIP FAILURE","MALFUNCTION OF CONTROL/RELIEF EQUIPMENT",1.21,NA,1.21,0,"NO","NO","YES","2/19/2013 11:40","2/19/2013 18:46",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8000,0,0,0,10000,0,18000
"1142",20130099,19641,2013,"2/21/2013 6:35 PM",32147,"MARATHON PIPE LINE LLC","ROBINSON - LIMA 10"" PRODUCTS","ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","","","REDKEY","JAY","IN",40.395534,-85.110422,"INCORRECT OPERATION","DAMAGE BY OPERATOR OR OPERATOR'S CONTRACTOR",1.33,0,1.33,0,"NO","NO","YES","2/21/2013 18:35","2/25/2013 0:01",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,224278,225,20911,789328,101113,0,1135855
"1144",20130102,18194,2013,"2/22/2013 11:30 AM",32147,"MARATHON PIPE LINE LLC","GRIFFITH EAST","ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","GASOLINE (NON-ETHANOL)","","GRIFFITH","LAKE","IN",41.510158,-87.445686,"MATERIAL/WELD/EQUIP FAILURE","PUMP OR PUMP-RELATED EQUIPMENT",0.7,NA,0.7,0,"NO","NO","NO","","",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4995,120,0,1362,0,0,6477
"1148",20130109,19074,2013,"2/26/2013 2:02 PM",30829,"ENTERPRISE CRUDE PIPELINE LLC","CUSHING EAST","ONSHORE","UNDERGROUND","CRUDE OIL","","","CUSHING","LINCOLN","OK",35.94072,-96.74691,"CORROSION","EXTERNAL",10,NA,10,0,"NO","NO","YES","2/26/2013 14:02","3/1/2013 20:00",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134000,1000,0,0,3900,20000,158900
"1158",20130121,18247,2013,"3/7/2013 3:00 PM",32174,"MCCAIN PIPELINE COMPANY","MCCAIN PIPELINE COMPANY","ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL","","MERIDIAN","LAUDERDALE","MS",32.532145,-88.574787,"MATERIAL/WELD/EQUIP FAILURE","THREADED CONNECTION/COUPLING FAILURE",190.76,NA,140,50.76,"NO","NO","YES","3/7/2013 15:00","3/21/2013 16:00",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45000,23000,0,900000,100000,50000,1118000
"1164",20130126,19373,2013,"3/12/2013 5:46 PM",31556,"CHEVRON MIDSTREAM PIPELINES LLC","VENICE TO PARADIS NGL PIPELINE SYSTEM (VP-01)","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID)","","N/A - ACCIDENT OCCURED IN REMOTE MARSH AREA.","LAFOURCHE","LA",29.633617,-90.1741,"OTHER OUTSIDE FORCE DAMAGE","FISHING OR MARITIME ACTIVITY",23702,1061,0,23702,"YES","NO","YES","3/12/2013 17:46","6/9/2013 0:01",0,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,4588574,977937,0,4695638,0,0,10262149
"1180",20130143,21611,2013,"4/1/2013 5:25 PM",1845,"BUCKEYE PARTNERS, LP","TOLEDO TO WOODHAVEN","ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL","","TEMPERANCE","MONROE","MI",41.752979,-83.551501,"MATERIAL/WELD/EQUIP FAILURE","MANUFACTURING-RELATED",2.39,NA,1,1.39,"NO","NO","YES","4/1/2013 17:49","4/6/2013 23:00",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63604,0,0,38090,223715,0,325409
"1181",20130156,18537,2013,"4/2/2013 10:03 AM",31618,"ENTERPRISE PRODUCTS OPERATING LLC","EL DORADO - COFFEYVILLE LOOP","ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","GASOLINE (NON-ETHANOL)","","COFFEYVILLE","MONTGOMERY","KS",37.052548,-95.612086,"INCORRECT OPERATION","OTHER INCORRECT OPERATION",100,NA,35,65,"NO","NO","YES","4/2/2013 10:03","4/3/2013 20:34",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12000,0,35000,232000,4000,283000
"1188",20130139,17908,2013,"4/4/2013 10:00 AM",30829,"ENTERPRISE CRUDE PIPELINE LLC","EL CAMINO PUMP STATION","ONSHORE","ABOVEGROUND","CRUDE OIL","","","MIDLAND","MIDLAND","TX",31.784903,-102.17472,"MATERIAL/WELD/EQUIP FAILURE","DEFECTIVE OR LOOSE TUBING/FITTING",1,NA,0,1,"NO","NO","YES","4/4/2013 10:05","4/4/2013 11:00",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,100,0,0,500,0,1100
